User_Id,Cumulative_YoutubeSess_LTE_DL_Time,Cumulative_YoutubeSess_LTE_DL_Volume,Cumulative_YoutubeSess_UMTS_DL_Time,Cumulative_YoutubeSess_UMTS_DL_Volume,Max_RSRQ,Max_SNR,Cumulative_Full_Service_Time_UMTS,Cumulative_Lim_Service_Time_UMTS,Cumulative_No_Service_Time_UMTS,Cumulative_Full_Service_Time_LTE,Cumulative_Lim_Service_Time_LTE,Cumulative_No_Service_Time_LTE,User_Satisfaction
1472,340.191,220046,0,0,-6,18,45772,1802,2533,189356,4210,5723,1
12316,1525.29,517680,2.513,75,-5,22,37908,2028,1580,117707,1778,3773,0
9868,0,0,10.385,1790,-7,-19.8,42520,4795,2498,162035,1823,4492,1
17361,2.177,15,0,0,-6,26,59037,7734,905,237436,3272,4383,0
13589,8.235,1379,0,0,-4,29.8,48346,6793,1769,64732,943,5626,0
8992,90.352,69715,0,0,-6,29.2,61895,4995,1316,290944,522,8867,0
52,422.872,171626,22.501,283,-4,-19.8,139146,4914,1392,151662,1449,5824,0
18199,16.347,12123,0,0,-7,25,39875,1045,940,149371,4767,3225,1
13421,2.305,40,0,0,-7,22.4,93534,492,1587,147260,3690,8260,0
21764,79.915,13617,0,0,-6,29,21712,6329,1233,227604,4502,7848,0
8162,176.082,97182,0,0,-6,29.6,55313,5937,1054,259748,3018,4586,0
16068,238.454,145077,0,0,-4,-19.8,51132,6149,1419,8266,4605,5016,0
9820,420.06,263737,18.913,3591,-3,-19.8,48270,4041,1904,191571,3239,588,0
2910,12.132,1337,0,0,-6,27.8,75008,4523,2350,19810,5570,5626,0
4228,314.848,361992,39.326,13531,-3,-19.7,78405,3629,2323,167534,3319,12547,0
3856,341.188,81694,0,0,-7,27.4,93282,691,2764,173485,903,2870,0
17235,544.977,162444,106.33,17314,-4,-19.9,83805,7581,2267,202377,1517,1333,0
8526,38.325,4256,0,0,-5,-19.9,81663,1352,623,204542,3435,5954,1
4238,94.419,42356,0,0,-4,29,60156,5505,1006,106287,2241,9760,0
12415,42.645,49285,0,0,-6,29.6,66458,1170,1631,141699,384,2234,0
9213,204.28,236535,3.403,615,-7,26.6,65766,4328,1104,3080,1427,7815,0
7320,329.653,91507,0,0,-6,-19.8,77245,6527,1544,155550,2681,1842,0
10593,243.154,332623,0,0,-7,21.3,79949,6369,2667,66096,2693,1378,1
12283,3.344,49,3.567,40,-3,29.6,50804,5264,2794,154705,3343,11158,1
4133,72.892,39959,30.821,4071,-6,28.8,87563,8232,3970,184952,4583,5532,1
3386,7.675,40,0,0,-5,-19.9,66370,4735,1368,187953,1395,7082,0
20008,0,0,41.807,2848,-6,29.5,71907,3140,1971,186739,3566,340,0
20086,45.678,5684,269.612,113067,-8,15.2,69400,8080,2440,105390,1943,6867,1
10767,615.618,582170,0,0,-6,29,110362,4276,1341,221267,2533,2872,0
21930,2639.86,2633563,25.351,3015,-4,-19.8,138787,1800,483,117464,4783,8934,0
10921,100.558,21764,0,0,-5,-19.9,33728,7933,791,20116,3768,5606,0
1017,110.956,49150,0,0,-6,21.6,64373,166,4275,130575,5835,1389,1
4594,2.343,26,0,0,-6,29.2,14518,1154,800,136545,531,1581,0
21084,826.165,477461,35.596,7202,-4,-19.8,51603,1991,973,24520,824,8996,1
868,5.276,85,0,0,-6,29.2,103801,5956,1536,157621,4483,565,0
22688,86.546,114473,3.601,94,-6,-19.8,75469,6330,400,275526,1559,2683,0
14715,4058.548,2513328,1160.185,175740,-5,-19.8,50375,2471,558,148795,2902,4141,0
2482,4.431,74,0,0,-7,19.6,721,3703,1658,244339,3180,5407,1
22899,188.087,94505,0,0,-8,16,83558,1457,3033,174032,4735,12654,0
5186,47.733,32086,0,0,-4,-19.8,95766,879,1630,196507,3940,4338,0
15555,69.217,28756,0,0,-4,24.4,125651,4177,1469,130618,4034,2159,0
8085,286.278,186704,0,0,-3,-19.8,71693,2189,665,146248,3828,3176,0
16640,50.157,20363,9.589,66,-3,-19.8,51495,2564,443,127067,4308,12780,1
21968,10.383,5618,0,0,-6,29.8,19202,6311,3450,131266,3863,1953,1
4126,578.276,471318,0,0,-7,29,102908,4689,1457,211386,2499,8692,0
16148,2.266,56,0,0,-8,28,113229,2558,1923,130671,6028,2317,0
13719,519.11,123739,36.437,4264,-6,29.6,47988,2922,1105,136220,5292,3690,0
16386,1373.383,1107859,0,0,-7,22.6,64839,6474,4040,120575,3191,10455,0
11360,546.731,711190,3.595,26,-4,25,79300,7295,975,171572,4765,3388,0
16800,55.039,38911,51.304,7151,-4,29,145312,1288,880,151735,1552,5478,0
1612,186.174,102761,37.519,3024,-8,-19.9,80935,1283,273,184486,2278,4470,0
16927,1548.39,1093149,3.334,262,-7,23.2,68432,1932,1392,164460,2755,13083,0
10931,42.142,44249,0,0,-6,29.7,84510,257,1802,61436,3605,4941,0
15205,2.137,31,0,0,-5,22,80939,5126,2266,187776,1081,5178,0
17382,41.069,28373,0,0,-6,28.2,64743,4259,1964,138942,341,5770,0
18990,15.213,3793,0,0,-4,29.2,120365,2907,2530,292220,3140,8314,0
15820,101.799,44322,0,0,-4,28,86201,8240,4057,169059,5027,10092,0
2698,348.643,390492,0,0,-3,29.7,138003,1263,1742,204839,1673,7198,0
14025,3.711,14,0,0,-6,-19.9,89791,4710,1461,63985,1799,4016,0
9466,88.297,41138,2.135,17,-7,18,138600,2678,1808,142148,741,10886,0
20107,1517.794,936061,184.194,47555,-6,27.2,92782,3349,689,198788,2390,2563,0
1957,97.411,46135,5.857,80,-3,-19.8,33193,4470,1562,174927,4619,616,1
11124,2.949,21,0,0,-6,25.6,55217,4733,2585,117976,2282,2472,0
15128,9.194,9196,34.219,1452,-6,27.2,78008,2846,359,3720,155,2107,1
12008,1019.687,515931,218.283,79422,-6,27.6,57934,3626,461,134261,4730,7351,0
13216,497.037,73082,2.206,58,-4,-20,141826,1917,1868,156652,3759,3338,1
22407,1267.198,720067,346.369,69353,-6,28.6,80981,81,703,124685,4808,8551,0
14926,665.859,256567,756.548,69625,-7,-19.9,85665,1352,2257,130657,1458,2361,0
21526,7.909,314,0,0,-4,-19.8,72316,1102,3369,106844,2459,4025,1
19153,0,0,13.399,1001,-3,2.8,117970,1310,2250,176366,16,8469,0
22555,0,0,2.153,28,-6,23,44371,3936,1489,99756,3225,12837,0
11588,53.059,8832,10.083,616,-6,29.8,58106,9637,2621,226029,3492,5096,0
14594,1888.793,916508,2083.94,422793,-3,-19.8,104027,659,735,192997,1156,13508,0
6256,12.269,1271,5334.546,1334938,-8,-19.8,144088,5556,1125,82041,4718,2359,1
8958,1617.887,883203,245.138,81878,-7,29,21627,1779,1081,191324,4330,5449,0
12203,16.846,956,0,0,-3,-19.8,98892,5086,1402,135267,2655,3458,0
14389,2.224,13,0,0,-7,28,95037,6037,2530,15536,163,4814,0
21197,2.221,71,2.432,12,-4,-19.8,56749,9014,3905,200646,4408,3524,1
10201,1032.747,267604,6.788,173,-3,28.2,53898,194,2356,143805,377,6789,0
22223,2.66,101,0,0,-7,27.4,141308,27,2473,197628,464,675,0
10450,5189.505,1966867,0,0,-7,24.6,91736,3484,766,230314,5188,12129,0
13047,20340.462,4062179,1252.214,232220,-8,20.5,87825,9097,2481,202994,2802,4531,0
15256,5.733,99,0,0,-7,22.4,36321,4001,1815,118885,4300,9040,0
681,42.864,31566,0,0,-3,29.8,95033,4914,1831,152652,158,5596,0
10268,571.388,209308,0,0,-6,23.6,76442,4679,3877,241815,1327,5002,0
6379,354.148,354184,2.104,34,-6,29.4,61745,5934,3904,105987,2764,1975,1
20642,128.861,16191,0,0,-4,27,128178,2779,1444,225381,6744,565,0
15898,321.28,256878,610.002,112746,-6,26.4,95964,4828,2341,162933,4971,7538,0
17729,18.585,235,43.486,7798,-5,28.8,142527,4511,2253,46671,25,9639,0
340,76.956,32662,0,0,-6,28.6,48029,3797,148,155418,1636,1157,0
10486,67.746,42487,0,0,-7,29.2,50257,7761,660,204357,5299,8257,0
8366,56.566,22252,0,0,-4,-19.8,43061,3502,930,171122,6592,1299,0
3558,153.349,126436,0,0,-4,-19.8,61656,1522,2052,142227,276,3459,0
15382,1725.045,1431238,6.81,724,-5,28.6,81622,4226,828,210464,1755,12595,0
10938,44.993,14239,2.842,50,-3,-19.8,12212,3516,3037,118455,3711,2191,1
14704,190.383,92717,261.743,56811,-4,-19.8,64051,3158,1875,140524,5839,4982,0
2642,134.82,64682,24.597,7238,-5,-19.8,71348,6467,2460,10502,286,1900,1
10265,14.042,154,0,0,-6,29.2,75244,2209,2960,216953,4329,1922,0
2480,0,0,2.123,25,-7,21,81199,812,2005,149803,2218,7775,1
18312,842.088,676799,0,0,-6,21.7,77404,6016,200,203609,3116,1698,0
20725,348.383,317101,6.533,71,-4,-19.8,94221,3551,1671,187302,3522,3764,0
4227,883.47,518351,0,0,-4,-19.8,61086,1951,2737,210321,1260,14959,0
19950,2.384,25,4.777,27,-5,29.8,53047,2679,1241,138132,3517,5403,1
11618,98.178,86769,48.944,5870,-7,24,15847,4455,3473,230664,292,5375,1
17730,466.302,259111,0,0,-3,-19.8,79600,5519,1663,233339,5634,6364,0
2996,0,0,2.71,31,-4,-19.7,131830,3043,862,91603,4313,5240,0
22590,10.357,166,3.591,28,-7,24.8,89996,3445,3270,42280,3007,11934,1
2802,127.924,157081,0,0,-7,27.8,120020,6433,2859,214214,3287,8907,0
10302,104.302,44227,87.246,11626,-7,16.4,88233,5573,1666,214352,4530,8340,1
18809,38.045,590,2.366,25,-5,27,2597,1046,1883,265100,5201,5714,1
2442,11.409,144,0,0,-7,28,80440,992,2621,102742,2300,4505,0
856,10.367,17853,0,0,-3,28.6,64982,4709,372,80327,3138,2490,0
21564,812.947,310875,55.742,4315,-3,-19.7,78356,1764,149,151488,6567,1142,0
12950,1613.015,954409,26.763,4476,-6,-19.7,133328,3534,2160,22389,1447,9318,1
23417,41.588,31229,0,0,-4,26,14106,2229,1222,31241,4069,4208,0
3063,10.724,4052,0,0,-4,27,86175,6910,1184,194410,5233,3992,0
13393,91.606,22801,0,0,-7,25.4,93728,2190,1304,153002,4000,5361,1
5059,22.382,22552,0,0,-6,27.2,88642,112,1964,160202,4093,4842,0
8699,54.508,8244,0,0,-4,-19.8,97504,5938,1452,169011,3703,2038,0
13348,128.061,39073,0,0,-5,-19.9,86797,2481,1368,9744,4111,1740,0
1263,2.677,19,0,0,-5,26.4,95296,2805,578,105477,4550,7186,0
2457,48.121,21794,0,0,-3,-19.8,94525,7082,231,146224,2416,9137,0
12593,158.876,121558,0,0,-6,-19.8,33029,3680,1319,150260,462,7783,0
7373,1358.286,515721,89.412,21172,-5,29,76757,463,3879,230915,1839,2735,0
15540,97.408,38809,0,0,-6,29.4,13978,5234,2697,203981,6779,268,1
16352,6.988,115,2.152,51,-6,27,78630,220,1991,147043,4914,2916,1
16520,169.086,51150,0,0,-3,27.6,64603,2226,2017,149368,3416,5622,0
11695,2798.211,2251314,6.733,1346,-4,-19.8,59012,2705,981,5669,3800,2341,1
11756,156.089,313825,0,0,-5,25.5,109707,1364,1641,145371,3895,8556,0
5828,145.853,38915,0,0,-6,14.2,87103,3007,1692,17073,4428,11662,1
3550,180.68,86457,36.805,4472,-3,-19.8,149304,6608,335,206008,4132,378,0
21126,10.223,5846,0,0,-3,-19.8,74352,3989,3465,147055,671,8469,0
924,21.991,14436,207.207,37609,-6,27.2,53968,2188,528,227092,2458,8623,0
12707,0,0,335.623,127445,-5,-19.9,84204,1853,660,170541,4243,1947,0
20656,16.135,10043,0,0,-5,-19.8,74346,1115,1431,112291,4802,9206,0
10776,1075.031,582367,114.543,15822,-6,28.4,37877,5665,1206,196267,4779,34,0
9586,47.988,578,2.109,63,-6,27,9296,8945,1105,226137,4838,13884,1
11255,34.998,25660,0,0,-7,29.7,65916,5296,704,212150,5391,3054,0
15040,0,0,415.432,67255,-5,27.2,90830,451,818,208964,2087,9103,0
2394,118.134,78469,0,0,-5,27,96552,5116,2940,168520,4876,2317,0
1962,605.742,392045,9.225,682,-3,29.2,111559,3039,4450,181968,6261,2857,0
7264,54.691,9523,10.071,959,-6,28.2,87274,2984,1615,233701,4455,2782,0
563,24.186,7274,0,0,-3,-19.8,75885,1660,1820,172270,1108,2445,0
18258,190.867,52551,188.287,19300,-7,18.4,34251,4060,1106,174032,127,2513,1
4082,0,0,14.409,66,-7,14.4,78052,478,3353,290224,4975,9039,1
8966,8.101,2457,5.381,43,-3,28.4,136234,1929,1582,167712,3829,6255,1
3332,30.709,19896,0,0,-7,28.6,30722,3580,249,260297,4539,13707,0
17634,498.404,261037,472.798,162482,-3,-19.7,71229,1211,1732,192914,6009,1860,0
6464,1102.212,414043,0,0,-5,2,76902,3237,1097,125204,1518,2332,0
23026,8.617,160,0,0,-3,-19.8,71328,1259,3552,154590,4855,4920,0
7223,96.213,21706,35.029,744,-4,-19.8,9800,286,1929,104914,6919,10666,1
16368,0,0,193.199,29587,-6,26,116441,4007,140,174597,2875,9288,0
23236,6.946,155,2.372,9,-4,-19.8,46265,2171,1418,185468,4403,8848,1
9795,41.399,3873,4.373,51,-6,29.4,90181,7944,2556,142148,2454,1224,1
15330,15.296,382,0,0,-5,28.4,51567,4128,741,125680,489,12319,1
21774,506.777,267956,0,0,-4,28,69546,3988,2536,13852,1697,1300,0
11016,2.637,31,0,0,-5,-19.8,87912,953,1505,297445,5614,5179,0
6190,0,0,427.799,148806,-4,18,68792,9367,595,177581,176,537,0
5902,3.855,2248,2.571,14,-6,27,61374,4588,3169,260154,3490,8597,1
16175,3655.918,601770,0,0,-7,-19.9,44355,3866,213,134979,6660,5435,0
7070,973.097,891251,20.998,937,-6,29.6,76995,2715,991,287984,4137,4446,0
16226,6.435,6941,0,0,-4,-19.8,102998,766,3447,156434,3798,3912,0
19564,604.583,288087,0,0,-7,28,63211,4962,901,130892,529,10644,0
1116,3.36,38,0,0,-6,15,98333,7408,1646,98838,162,3734,0
8216,93.272,84175,0,0,-3,-19.8,52646,2770,784,15428,3384,5607,0
9082,113.733,52779,43.612,3582,-6,29.8,74600,531,1738,19015,1990,6710,1
23620,7.039,102,8.009,84,-4,-19.8,50943,6197,4544,161967,4225,461,1
7142,0,0,2.031,28,-7,28,73639,3964,875,133309,6343,5716,0
12681,239.033,88456,196.646,16877,-5,-19.8,87844,5348,3139,194598,3422,14451,0
15190,291.609,186610,8.454,16684,-4,26.4,63921,2876,924,161113,70,7563,0
7179,87.338,35196,0,0,-8,20.6,89510,2264,2414,227062,4026,996,0
4921,31.695,11684,0,0,-6,28.2,99454,5303,2299,171630,1108,9915,0
23190,35.313,10837,0,0,-7,22.4,45457,4181,2313,295057,1200,4268,1
18362,382.292,228036,35.522,2134,-4,-19.7,96471,2368,1626,88728,2520,9973,1
2521,1487.712,2555639,0,0,-6,29.6,77483,1903,1433,157533,3813,2341,0
610,360.859,105180,10.012,191,-6,27.4,121055,2488,1734,178219,3884,8563,1
1944,7.181,3503,0,0,-5,-19.8,148669,416,1224,125004,3964,7111,0
3167,56.521,63848,96.88,32824,-6,29.8,2960,4299,2309,202174,4437,5586,1
3633,7.442,60,0,0,-7,16.2,65707,3202,3224,94567,3904,1504,0
17019,117.504,42579,2.25,10,-3,-19.8,89811,3005,1248,52401,153,1666,0
2426,234.592,92233,13.135,137,-7,-19.9,27052,7244,1120,119777,3095,4027,1
19696,5.176,129,4.256,28,-4,-19.8,79553,2933,1475,135796,47,1018,1
19547,351.748,153941,18.682,5132,-3,29,21347,2635,181,77968,3607,4828,1
20615,583.433,292020,0,0,-6,29.6,11134,6807,3627,288140,254,12951,0
18545,52.838,15765,0,0,-14,-20,81842,1204,1165,119726,3300,1478,0
3032,0,0,124.82,19486,-6,29.2,65176,2861,4213,206469,2348,5523,0
10782,987.722,528744,0,0,-6,28.4,43235,3817,1047,137706,1661,3983,0
7269,3.585,39,0,0,-3,-19.8,106393,2663,1777,125641,377,662,0
6584,7.906,12654,449.729,156224,-7,29.6,93160,1299,46,161533,5278,11773,1
19618,103.513,31555,0,0,-6,-19.9,88478,2526,12,257201,1678,4766,0
9132,97.164,36160,0,0,-7,23.6,32103,8607,2858,174696,3723,2328,1
19315,2566.368,1637668,0,0,-3,-19.8,108966,1812,2104,177774,2323,9153,0
15143,0,0,6.389,53,-3,-19.8,63927,584,1349,178308,4300,3912,0
22224,1969.574,1169123,27.282,5709,-3,-19.8,1846,4506,2976,112650,4946,9019,1
7635,197.342,171349,0,0,-6,-19.9,90579,5384,2390,142769,2455,11253,0
4887,103.733,25655,0,0,-4,-19.8,78349,734,1708,251159,3222,4656,0
12984,655.749,228935,174.821,25527,-7,26.6,21786,363,1667,84601,1926,708,0
9789,0,0,424.137,78927,-6,19,30421,2972,581,219317,1287,3627,0
13591,153.428,25549,7484.53,1324734,-4,28.2,61195,2724,1090,217144,1378,4553,0
9491,981.883,283861,2.26,20,-9,3.6,128037,2495,2134,110958,3633,3190,1
22659,3039.784,1151805,17.372,1326,-5,29.6,94077,9608,729,150180,6091,11897,0
7551,6.135,297,0,0,-7,15.1,16060,2047,1920,4171,4144,9114,0
15882,7.658,127,19.145,295,-6,29.6,96193,3405,875,230992,1094,1486,0
20516,3291.982,3872617,1120.972,154556,-6,26.8,72662,3065,373,136321,1647,8835,0
11289,438.407,452826,0,0,-3,-19.8,80637,4932,1241,190637,1046,5637,0
95,79.702,35108,5.724,67,-8,27.4,40547,4443,26,286991,2420,479,1
2975,236.446,100280,0,0,-7,23.6,57546,3760,818,56040,3979,3164,1
23314,167.527,89750,0,0,-3,25,94487,1863,1983,203453,1776,5005,0
23343,406.348,316708,0,0,-3,29.8,74844,2087,2444,197555,2322,2185,0
21744,98.741,55235,0,0,-4,28.3,88144,5025,3150,143567,2455,4952,0
18299,24.912,19157,0,0,-6,-19.8,58767,1595,3349,19009,3386,10707,0
5428,7.754,1048,0,0,-6,28.8,68865,4438,1449,188431,712,5570,1
19041,0,0,16.225,5286,-6,24,88882,192,1961,131883,2785,1520,0
10527,401.116,263411,0,0,-6,29.2,129012,3534,2995,213287,2522,2217,0
21887,15.863,6489,0,0,-3,29,59980,5366,1040,6159,3901,6600,0
4054,162.616,26200,155.815,14547,-9,12.7,90301,6577,1737,185001,2023,6036,0
21022,304.907,89602,0,0,-6,15,50706,8287,2631,116273,2100,815,1
9688,480.28,262951,143.283,65924,-6,27.2,112075,3394,21,52947,430,7308,0
18265,2.147,39,0,0,-4,-19.8,38526,3487,1266,288573,2522,7560,0
11975,222.106,124010,0,0,-4,28,50286,4939,1263,131110,5628,4911,0
699,675.599,273400,2.985,240,-5,-19.9,127307,2083,2963,116055,3753,8453,1
18531,2.128,10,0,0,-4,-19.8,97653,5406,1167,135724,3456,3666,0
4415,87.681,29146,17.26,966,-5,-19.8,72898,4891,3851,125974,4273,8915,1
702,5.644,81,0,0,-5,22,111481,4080,2864,116988,418,3956,0
20997,0,0,1129.513,531326,-4,29,97884,3481,1745,146692,172,5004,0
18775,3.576,51,0,0,-6,25,50307,2339,3557,86613,3105,2517,0
14761,0,0,4773.344,734987,-4,18.8,79033,3722,697,116694,4629,2986,0
19413,144.302,47793,29.7,5067,-7,27.7,140274,5033,1623,111209,5976,2291,0
2195,4.822,22,0,0,-3,25.2,69820,5857,1899,153390,4040,1724,1
1206,15.776,11470,0,0,-6,29.2,133284,12,1968,163865,3090,13231,0
3969,0,0,2.229,16,-6,25.8,52098,4164,507,15525,6039,1356,0
3250,12.39,307,13.001,274,-5,20,80449,242,2644,110385,1952,5554,1
17893,6.657,49,0,0,-5,-19.8,65880,4021,499,130832,1753,4229,0
18704,359.188,208835,0,0,-7,24,62405,5366,339,172335,1166,7428,0
15625,562.295,261072,3.226,25,-3,-19.8,84052,9360,2512,267564,743,13896,0
16227,288.196,443731,0,0,-7,29,472,2927,3100,190630,3035,5992,1
5596,88.317,61606,0,0,-6,-19.9,20690,1585,1420,138781,374,8022,0
4973,26.907,25115,0,0,-5,-19.9,65005,1104,570,139848,3515,1543,0
22750,198.303,42763,6.17,382,-5,-19.8,69212,44,1484,231701,4187,572,0
12504,27.254,1393,114.726,16420,-7,23.6,74313,3787,2714,152416,4947,1574,1
7466,201.579,23147,11.294,90,-8,24.6,84123,413,1991,49111,1746,1989,1
9438,643.012,411612,0,0,-8,-20,77070,7945,1770,146747,4937,1216,1
16592,57.897,11897,0,0,-3,28.2,36083,3888,2044,296324,1921,369,1
10149,26.725,14534,0,0,-7,28.4,39981,5097,2941,191171,1534,6721,0
21102,1240.798,711300,59.348,16920,-4,-19.8,52094,4393,2859,176078,3384,7596,0
2946,3747.577,2408715,16.122,1070,-3,-19.9,97720,2436,137,157388,4722,2026,0
9743,2.55,23,0,0,-5,-19.8,78613,2084,575,102800,3018,7282,0
15167,9.231,5134,0,0,-7,29.4,81510,5627,3918,126872,367,4736,1
17717,357.004,126293,249.554,37841,-4,27,54346,1888,3697,107765,1319,941,0
6830,0,0,15.79,4965,-8,24,144829,7682,772,246185,2526,2722,1
1461,2.305,32,0,0,-6,18.6,95911,6467,3080,182167,4075,8777,0
4874,2284.118,879304,1318.423,165569,-4,-19.8,94318,4656,1456,23088,5324,5443,1
2130,715.653,487976,136.088,16348,-6,29.4,146409,539,1953,159764,736,3060,0
4075,2.515,39,0,0,-6,28.6,88794,3533,510,114415,322,1097,0
1123,659.365,252581,255.663,11614,-3,28,67383,3041,1463,214020,4310,1898,0
11911,152.402,59882,0,0,-7,29.2,33929,6072,1663,236254,1751,1728,1
6235,0,0,3.616,41,-14,4.2,73195,3722,1378,263508,2486,1713,0
5755,177.119,28834,0,0,-7,29.4,82307,2103,1628,231070,1995,5479,0
16793,41.323,14871,27.503,2789,-3,-19.8,81562,1596,1668,151171,546,6108,0
11312,114.547,60878,0,0,-7,27.2,78603,2608,809,232247,3009,5598,0
4102,2.214,15,0,0,-6,24.6,78255,2991,28,150130,296,1507,0
20185,10610.811,4207301,1155.849,82576,-5,23,22123,2878,3768,223898,2628,3332,1
4444,5708.69,1032229,0,0,-6,29.6,66153,4603,279,10405,2607,10278,0
14753,41.25,6200,17.304,3029,-5,29,68725,8037,591,127662,1203,6817,1
18319,182.648,131130,324.474,61257,-3,-19.8,63300,394,3287,295073,4321,1732,0
17990,240.826,248864,0,0,-7,27.7,4983,6505,4963,173471,1342,3360,0
2633,10.805,571,0,0,-6,28.2,116334,667,3863,164804,4730,1217,0
9365,717.212,214012,2.21,21,-7,27.6,69669,3903,1614,128897,2416,2374,1
1839,33.257,28266,0,0,-7,27.2,97464,1579,812,224867,5614,9598,1
15085,12.158,110,0,0,-4,28,4395,5568,3522,160048,1420,1896,1
22181,745.52,293275,198.045,56122,-3,29.8,67060,9551,490,212028,4567,2638,0
20205,21.475,9456,124.468,18537,-4,29,69525,8630,1173,178423,3881,9063,1
1426,2.362,54,0,0,-6,29.6,101710,3924,2177,248208,414,5385,0
21792,9684.591,4473054,934.856,105404,-7,27.8,149823,4536,2396,137602,4888,291,0
6223,0,0,8.569,508,-9,5.6,65512,4558,2221,114072,4938,4718,0
17471,11.257,3680,1067.236,188122,-3,29.4,84274,5397,876,148157,302,7935,0
22529,0,0,20.935,459,-6,1.3,49583,2116,1783,227063,2031,4552,0
17197,32.053,340,0,0,-6,29,66924,4143,1019,257302,3513,3938,0
9782,5.492,95,0,0,-7,19.6,32093,4531,517,200725,4771,14437,0
12791,304.659,277009,0,0,-6,26.2,91544,3186,604,113713,2949,9477,0
17085,34.258,35710,376.368,163839,-8,22.6,139566,3080,4057,177894,3361,7445,0
5540,133.299,12496,931.799,117824,-9,-20,48021,4059,4522,67656,4105,8944,1
10587,159.632,145362,0,0,-6,27.4,24087,3889,3362,207158,1589,4097,1
1070,3.351,62,0,0,-4,-19.8,57543,4473,116,54178,4015,1206,1
2741,2.446,31,2.224,9,-7,19.4,91444,1996,431,231650,3961,6201,1
16980,11.532,326,0,0,-6,24.4,73472,2674,1117,122584,3125,7184,0
17732,32.717,1526,0,0,-7,27.2,148832,5491,1815,179042,6315,12167,1
12571,51.959,32527,0,0,-4,-19.8,85178,1527,2978,121589,1706,10870,0
19910,358.568,171198,0,0,-7,27.8,120719,1691,3815,119591,1243,5594,0
18508,4.332,50,2.122,14,-6,26.4,13967,4184,1785,222184,3230,478,0
23007,49.951,26478,0,0,-4,29,4611,6483,915,145059,4600,1620,1
2943,6.28,80,0,0,-3,-19.9,141973,2507,344,215339,2494,12132,0
2486,195.371,200243,70.269,21025,-4,29.4,37508,189,261,239072,4242,1066,0
10562,2.422,11,0,0,-6,28.6,68231,9580,115,7540,4564,2656,0
20821,612.238,347514,0,0,-3,-19.8,16355,2593,1433,210851,3570,3660,1
3522,968.574,516466,4.742,27,-3,29.6,32865,2959,1176,190804,412,4588,1
16657,506.551,416505,187.949,43560,-3,-19.8,71002,3469,3083,159350,2843,14782,0
16205,172.82,124462,524.145,173423,-7,23.4,32686,6743,1488,112391,6588,8353,0
226,116.92,43557,0,0,-3,-19.9,54995,1719,1968,160875,987,2564,0
20498,233.375,129986,3.423,533,-3,-19.8,28426,3669,405,220616,3225,4578,0
5070,8.697,3929,0,0,-7,22.6,54198,4843,681,186751,3140,4724,0
3770,62.763,26571,0,0,-6,-20,49859,4388,3172,156164,2404,2403,1
6315,2.12,68,0,0,-6,26.8,55233,6413,1268,98914,2126,3258,0
10864,117.731,80218,0,0,-7,29.2,96010,4645,917,176442,1022,7678,0
17746,58.564,15300,0,0,-7,27,79149,1154,2522,163604,3780,8232,1
17327,931.876,351867,18.091,2747,-4,-19.7,50201,29,3021,202926,4430,7298,0
18983,42.682,15794,0,0,-8,21,38284,1695,1217,16216,729,9399,1
11201,88.99,31966,0,0,-3,29.2,67422,5733,1085,148855,1411,4372,0
15426,753.471,932031,13.718,6205,-7,27.8,67616,984,1105,148329,75,5891,0
20704,30.84,33507,0,0,-5,28.2,108932,4809,504,174298,3192,4431,0
8060,938.319,337213,0,0,-3,27.8,48694,6824,1186,160662,3261,4492,0
10907,4.117,198,0,0,-5,25,6633,8517,2903,186510,3201,5166,1
19266,311.152,426565,0,0,-7,28.2,48628,3286,3748,227628,4040,1493,1
5098,6.452,68,0,0,-6,28.4,90833,3346,2160,211993,405,7492,0
1967,32.358,12453,0,0,-6,24.6,44856,9354,42,176477,3198,1681,1
1421,83.029,88984,12.844,7296,-3,-19.9,47594,4181,1734,29765,1348,6282,1
5341,5.16,5916,0,0,-7,28,50996,1528,2707,10495,882,2927,1
11457,409.651,320760,0,0,-5,-19.9,11308,2597,3031,54317,4054,8681,0
9248,219.327,65780,0,0,-7,20.6,69265,4299,3503,223412,4950,4426,1
6450,1223.242,384774,39.118,883,-3,-19.8,60961,2749,40,170460,956,14655,0
3662,32.328,2906,6.205,75,-7,28.4,65726,4568,1100,274914,2035,8515,1
12395,53.391,33951,0,0,-9,11.2,133450,952,4006,172003,5164,2488,0
13176,61.632,44421,0,0,-3,-19.8,97826,1775,4429,64229,1419,7210,0
14450,45.957,26861,0,0,-7,25.2,101683,3387,860,278439,2408,10592,0
21782,38.53,4981,2592.774,1792954,-6,-19.8,52438,4609,670,263350,3210,6574,1
7817,936.893,386459,0,0,-7,16.4,70336,1923,1146,6405,4491,626,1
17965,1060.294,481741,48.262,2703,-7,28.6,99891,2710,3197,194597,1379,8617,0
18537,307.039,309405,0,0,-7,25.4,101861,1430,1570,160579,3770,5097,0
8238,215.922,75697,24.659,1640,-9,9.6,86704,4025,2884,151232,2462,3496,0
3693,402.923,148067,0,0,-6,-19.9,37392,2737,1459,146084,3143,3890,0
20262,135.856,184881,0,0,-3,29.8,75349,3397,327,109868,1117,3356,0
10042,231.024,131002,0,0,-7,17,70214,5145,1663,175862,1160,14548,1
5029,296.669,232919,0,0,-4,-19.8,142449,663,2226,230880,1709,3427,0
